"KEY","CODE","DESCRIPTION","TEXT","TITLE",
"electricApplianceFreestandingwaterheater","IfcElectricApplianceFREESTANDINGWATERHEATER","A small, local electrical appliance for heating water. A freestanding water heater is a 'plugged' appliance whose load may be removed from an electric circuit.","electric appliance freestandingwaterheater","IfcElectricAppliance.FREESTANDINGWATERHEATER",
"electricApplianceFreezer","IfcElectricApplianceFREEZER","An electrical appliance that has the primary function of storing food at temperatures below the freezing point of water.","electric appliance freezer","IfcElectricAppliance.FREEZER",
"electricApplianceFridgeFreezer","IfcElectricApplianceFRIDGEFREEZER","An electrical appliance that combines the functions of a freezer and a refrigerator through the provision of separate compartments.","electric appliance fridge freezer","IfcElectricAppliance.FRIDGE_FREEZER",
"electricApplianceHanddryer","IfcElectricApplianceHANDDRYER","An electrical appliance that has the primary function of drying hands.","electric appliance handdryer","IfcElectricAppliance.HANDDRYER",
"electricApplianceKitchenMachine","IfcElectricApplianceKITCHENMACHINE","A specialized appliance used in commercial kitchens such as a mixer.","electric appliance kitchen machine","IfcElectricAppliance.KITCHENMACHINE",
"electricApplianceMicrowave","IfcElectricApplianceMICROWAVE","An electrical appliance that has the primary function of cooking food using microwaves.","electric appliance microwave","IfcElectricAppliance.MICROWAVE",
"electricAppliancePhotoCopier","IfcElectricAppliancePHOTOCOPIER","A machine that has the primary function of reproduction of printed matter.","electric appliance photo copier","IfcElectricAppliance.PHOTOCOPIER",
"electricApplianceRefrigerator","IfcElectricApplianceREFRIGERATOR","An electrical appliance that has the primary function of storing food at low temperature but above the freezing point of water.","electric appliance refrigerator","IfcElectricAppliance.REFRIGERATOR",
"electricApplianceTumbledryer","IfcElectricApplianceTUMBLEDRYER","An electrical appliance that has the primary function of drying clothes.","electric appliance tumbledryer","IfcElectricAppliance.TUMBLEDRYER",
"electricApplianceVendingMachine","IfcElectricApplianceVENDINGMACHINE","An appliance that stores and vends goods including food, drink, tickets, and goods of various types.","electric appliance vending machine","IfcElectricAppliance.VENDINGMACHINE",
"electricApplianceWashingMachine","IfcElectricApplianceWASHINGMACHINE","An appliance that has the primary function of washing clothes.","electric appliance washing machine","IfcElectricAppliance.WASHINGMACHINE",
"electricApplianceUserDefined","IfcElectricApplianceUSERDEFINED","User-defined type.","electric appliance user defined","IfcElectricAppliance.USERDEFINED",
"electricApplianceNotdefined","IfcElectricApplianceNOTDEFINED","Undefined type.","electric appliance notdefined","IfcElectricAppliance.NOTDEFINED",
"electricDistributionBoardConsumerUnit","IfcElectricDistributionBoardCONSUMERUNIT","A distribution point on the incoming electrical supply, typically in domestic premises, at which protective devices are located.","electric distribution board consumer unit","IfcElectricDistributionBoard.CONSUMERUNIT",
"electricDistributionBoardDistributionBoard","IfcElectricDistributionBoardDISTRIBUTIONBOARD","A distribution point at which connections are made for distribution of electrical circuits usually through protective devices.","electric distribution board distribution board","IfcElectricDistributionBoard.DISTRIBUTIONBOARD",
"electricDistributionBoardMotorcontrolcentre","IfcElectricDistributionBoardMOTORCONTROLCENTRE","A distribution point at which starting and control devices for major plant items are located.","electric distribution board motorcontrolcentre","IfcElectricDistributionBoard.MOTORCONTROLCENTRE",
"electricDistributionBoardSwitchBoard","IfcElectricDistributionBoardSWITCHBOARD","A distribution point at which switching devices are located.","electric distribution board switch board","IfcElectricDistributionBoard.SWITCHBOARD",
"electricDistributionBoardUserDefined","IfcElectricDistributionBoardUSERDEFINED","User-defined type.","electric distribution board user defined","IfcElectricDistributionBoard.USERDEFINED",
"electricDistributionBoardNotdefined","IfcElectricDistributionBoardNOTDEFINED","Undefined type.","electric distribution board notdefined","IfcElectricDistributionBoard.NOTDEFINED",
"electricFlowStorageDeviceBattery","IfcElectricFlowStorageDeviceBATTERY","A device for storing energy in chemical form so that it can be released as electrical energy.","electric flow storage device battery","IfcElectricFlowStorageDevice.BATTERY",
"electricFlowStorageDeviceCapacitor","IfcElectricFlowStorageDeviceCAPACITOR","A device that stores electric charge when an external power supply is present using the electrical property of capacitance. Two-terminal device characterized essentially by its capacitance.
Note: definition from IEC 60050 151-13-28.","electric flow storage device capacitor","IfcElectricFlowStorageDevice.CAPACITOR",
"electricFlowStorageDeviceCapacitorBank","IfcElectricFlowStorageDeviceCAPACITORBANK","A device that stores electrical energy when an external power supply is present using the electrical property of capacitance.","electric flow storage device capacitor bank","IfcElectricFlowStorageDevice.CAPACITORBANK",
"engineUserDefined","IfcEngineUSERDEFINED","User-defined engine type.","engine user defined","IfcEngine.USERDEFINED",
"engineNotdefined","IfcEngineNOTDEFINED","Undefined engine type.","engine notdefined","IfcEngine.NOTDEFINED",
"directairwasherEvaporativeCooler","IfcEvaporativeCoolerDIRECTEVAPORATIVEAIRWASHER","Direct evaporative air washer: Cools the air stream by evaporating water dircectly into the air stream using coolers with spray-type air washer consist of a chamber or casing containing spray nozzles, and tank for collecting spray water, and an eliminator section for removing entrained drops of water from the air.","directairwasher evaporative cooler","IfcEvaporativeCooler.DIRECTEVAPORATIVEAIRWASHER",
"directpackagedrotaryaircoolerEvaporativeCooler","IfcEvaporativeCoolerDIRECTEVAPORATIVEPACKAGEDROTARYAIRCOOLER","Direct evaporative packaged rotary air cooler: Cools the air stream by evaporating water dircectly into the air stream using coolers that wet and wash the evaporative pad by rotating it through a water bath.","directpackagedrotaryaircooler evaporative cooler","IfcEvaporativeCooler.DIRECTEVAPORATIVEPACKAGEDROTARYAIRCOOLER",
"directrandommediaaircoolerEvaporativeCooler","IfcEvaporativeCoolerDIRECTEVAPORATIVERANDOMMEDIAAIRCOOLER","Direct evaporative random media air cooler: Cools the air stream by evaporating water dircectly into the air stream using coolers with evaporative pads, usually of aspen wood or plastic fiber/foam.","directrandommediaaircooler evaporative cooler","IfcEvaporativeCooler.DIRECTEVAPORATIVERANDOMMEDIAAIRCOOLER",
"directrigidmediaaircoolerEvaporativeCooler","IfcEvaporativeCoolerDIRECTEVAPORATIVERIGIDMEDIAAIRCOOLER","Direct evaporative rigid media air cooler: Cools the air stream by evaporating water dircectly into the air stream using coolers with sheets of rigid, corrugated material as the wetted surface.","directrigidmediaaircooler evaporative cooler","IfcEvaporativeCooler.DIRECTEVAPORATIVERIGIDMEDIAAIRCOOLER",
"directslingerspackagedaircoolerEvaporativeCooler","IfcEvaporativeCoolerDIRECTEVAPORATIVESLINGERSPACKAGEDAIRCOOLER","Direct evaporative slingers packaged air cooler: Cools the air stream by evaporating water dircectly into the air stream using coolers with a water slinger in an evaporative cooling section and a fan section.","directslingerspackagedaircooler evaporative cooler","IfcEvaporativeCooler.DIRECTEVAPORATIVESLINGERSPACKAGEDAIRCOOLER",
"evaporativeCoolerIndirectdirectcombination","IfcEvaporativeCoolerINDIRECTDIRECTCOMBINATION","Indirect/Direct combination: Cools the air stream by evaporating water indirectly and without adding moisture into the air stream using a two-stage cooler with a first-stage indirect evaporative cooler and second-stage direct evaporative cooler.","evaporative cooler indirectdirectcombination","IfcEvaporativeCooler.INDIRECTDIRECTCOMBINATION",
"indirectcoolingtowerorcoilcoolerEvaporativeCooler","IfcEvaporativeCoolerINDIRECTEVAPORATIVECOOLINGTOWERORCOILCOOLER","Indirect evaporative cooling tower or coil cooler: Cools the air stream by evaporating water indirectly and without adding moisture into the air stream using a combination of a cooling tower or other evaporative water cooler with a water-to-air heat exchanger coil and water circulating pump.","indirectcoolingtowerorcoilcooler evaporative cooler","IfcEvaporativeCooler.INDIRECTEVAPORATIVECOOLINGTOWERORCOILCOOLER",
"indirectpackageaircoolerEvaporativeCooler","IfcEvaporativeCoolerINDIRECTEVAPORATIVEPACKAGEAIRCOOLER","Indirect evaporative package air cooler: Cools the air stream by evaporating water indirectly and without adding moisture into the air stream. On one side of the heat exchanger, the secondary air stream is cooled by evaporation, while on the other side of heat exchanger, the primary air stream (conditioned air to be supplied to the room) is sensibly cooled by the heat exchanger surfaces.","indirectpackageaircooler evaporative cooler","IfcEvaporativeCooler.INDIRECTEVAPORATIVEPACKAGEAIRCOOLER",
"indirectwetcoilEvaporativeCooler","IfcEvaporativeCoolerINDIRECTEVAPORATIVEWETCOIL","Indirect evaporative wet coil: Cools the air stream by evaporating water indirectly and without adding moisture into the air stream. Water is sprayed directly on the tubes of the heat exchanger where latent cooling takes place and the vaporization of the water on the outside of the heat exchanger tubes allows the simultaneous heat and mass transfer which removes heat from the supply air on the tube side.","indirectwetcoil evaporative cooler","IfcEvaporativeCooler.INDIRECTEVAPORATIVEWETCOIL",
"evaporativeCoolerUserDefined","IfcEvaporativeCoolerUSERDEFINED","User-defined evaporative cooler type.","evaporative cooler user defined","IfcEvaporativeCooler.USERDEFINED",
"evaporativeCoolerNotdefined","IfcEvaporativeCoolerNOTDEFINED","Undefined evaporative cooler type.","evaporative cooler notdefined","IfcEvaporativeCooler.NOTDEFINED",
"evaporatorDirectExpansion","IfcEvaporatorDIRECTEXPANSION","Direct-expansion evaporator.","evaporator direct expansion","IfcEvaporator.DIRECTEXPANSION",
"evaporatorDirectexpansionbrazedplate","IfcEvaporatorDIRECTEXPANSIONBRAZEDPLATE","Direct-expansion evaporator where a refrigerant evaporates inside plates brazed or welded together to make up an assembly of separate channels.","evaporator directexpansionbrazedplate","IfcEvaporator.DIRECTEXPANSIONBRAZEDPLATE",
"evaporatorDirectexpansionshellandtube","IfcEvaporatorDIRECTEXPANSIONSHELLANDTUBE","Direct-expansion evaporator where a refrigerant evaporates inside a series of baffles that channel the fluid throughout the shell side.","evaporator directexpansionshellandtube","IfcEvaporator.DIRECTEXPANSIONSHELLANDTUBE",
"evaporatorDirectexpansiontubeintube","IfcEvaporatorDIRECTEXPANSIONTUBEINTUBE","Direct-expansion evaporator where a refrigerant evaporates inside one or more pairs of coaxial tubes.","evaporator directexpansiontubeintube","IfcEvaporator.DIRECTEXPANSIONTUBEINTUBE",
"evaporatorFloodedshellandtube","IfcEvaporatorFLOODEDSHELLANDTUBE","Evaporator in which refrigerant evaporates outside tubes.","evaporator floodedshellandtube","IfcEvaporator.FLOODEDSHELLANDTUBE",
"evaporatorShellandcoil","IfcEvaporatorSHELLANDCOIL","Evaporator in which refrigerant evaporates inside a simple coiled tube immersed in the fluid to be cooled.","evaporator shellandcoil","IfcEvaporator.SHELLANDCOIL",
"evaporatorUserDefined","IfcEvaporatorUSERDEFINED","User-defined evaporator type.","evaporator user defined","IfcEvaporator.USERDEFINED",
"evaporatorNotdefined","IfcEvaporatorNOTDEFINED","Undefined evaporator type.","evaporator notdefined","IfcEvaporator.NOTDEFINED",
"fanCentrifugalAirfoil","IfcFanCENTRIFUGALAIRFOIL","Air flows through the impeller radially using blades that are airfoil shaped.","fan centrifugal airfoil","IfcFan.CENTRIFUGALAIRFOIL",
"fanCentrifugalbackwardinclinedcurved","IfcFanCENTRIFUGALBACKWARDINCLINEDCURVED","Air flows through the impeller radially using blades that are backward curved.","fan centrifugalbackwardinclinedcurved","IfcFan.CENTRIFUGALBACKWARDINCLINEDCURVED",
"valveSafetyCutoff","IfcValveSAFETYCUTOFF","Valve that closes under the action of a safety mechanism such as a drop weight, solenoid etc.","valve safety cutoff","IfcValve.SAFETYCUTOFF",
