"LRML_ID","TEXT","LRML","UPDATED_AT","ID","PARAPHRASE","COMMENTS","AUTHOR",
77,"2.2.4 For risk group VP firecells that require a fire sprinkler system (refer to Table 2.2d), the fire sprinkler system does not need to be extended throughout the remainder of the building where the risk group VP firecells are fire separated from the adjacent firecells. The fire separation between adjacent firecells is required to be provided with the greater of the property rating of the adjacent firecells (refer to Table 2.4).","if(and(is(space.riskGroup, vp), is(space, firecell), obligation(has(firecell, fireSprinklerSystem)), obligation(asPer(firecell.fireSprinklerSystem, table)), equal(table.key, t2.2.d), has(space, fireSeparation), to(fireSeparation, adjacentSpace))), then(and(permission(not(throughout(fireSprinklerSystem.installation, building))), obligation(define(max(adjacentSpace.propertyRating), x0)), obligation(equal(fireSeparation.propertyRating, x0))))",2023-02-06 22:42:30.925974000,77,"","","",
78,"2.2.6 Where fire separations are not needed between different risk groups on the same floor level, the fire safety systems adopted for the firecell shall be those of the primary risk group (as defined in Paragraph 1.2.2).","if(and(has(buildingStorey, riskGroup), greaterThan(count(buildingStorey.riskGroup), 1), obligation(not(has(riskGroup, fireSeparation))))), then(obligation(for(fireSafetySystem.type, primaryRiskGroup)))",2023-02-06 22:42:30.925974000,78,"","","",
79,"2.2.8 The alarm systems required in a building shall be configured to alert all building occupants in the event of fire.","if(and(obligation(has(building, fireAlarmSystem)), is(fireAlarmSystem.activation, true), has(fireAlarmSystem, alertingDevice))), then(and(obligation(reach(alertingDevice.output, occupant)), is(occupant.type, all)))",2023-02-06 22:42:30.925974000,79,"","","",
80,"2.2.9 In risk group SI alerting all building occupants in the event of fire is not required where it is deemed appropriate to alert management and staff without notifying other occupants.","if(and(is(riskGroup.type, si), has(building, fireAlarmSystem), has(fireAlarmSystem, alertingDevice), obligation(reach(alertingDevice.output, occupant)), obligation(is(occupant.type, staff)))), then(and(permission(reach(alertingDevice.output, occupant)), permission(is(occupant.type, all))))",2023-02-06 22:42:30.925974000,80,"","","",
81,"2.3.1 Unless explicitly stated otherwise in this Acceptable Solution, the fire resistance ratings (FRRs) that apply for each risk group shall be in accordance with Table 2.4.","if(and(not(has(riskGroup.fireResistanceRating, exception)), in(exception, nzbc_cas2))), then(and(obligation(complyWith(riskGroup.fireResistanceRating, table)), equal(table.key, t2.4)))",2023-02-06 22:42:30.925974000,81,"","","",
82,"2.3.2 Structural elements in a single storey building need not be fire rated if FRRs are not required for any other reason.","if(and(equal(count(buildingStorey), 1), not(is(fireResistanceRating, required)))), then(permission(not(is(structural.element, fireRated))))",2023-02-06 22:42:30.925974000,82,"","","",
83,"2.3 Fire resistance ratings 2.3.3 If there is more than one risk group on one floor in the building, the highest required FRR shall be applied to common spaces and shared escape routes for that floor level.","if(and(greaterThan(count(buildingStorey.riskGroup), 1), loop(in(forEach(riskGroup), buildingStorey), define(max(riskGroup.fireResistanceRating), x0)), is(space.type, or(common, sharedEscapeRoute)))), then(obligation(equal(space.fireResistanceRating, x0)))",2023-02-06 22:42:30.925974000,83,"","","",
84,"2.3 Fire resistance ratings 2.3.4 FRRs shall apply to the sides of primary elements and secondary elements which are exposed to fire.","if(and(has(sideOf(building.element), exposure), is(exposure.type, fire))), then(obligation(has(sideOf(building.element), fireResistanceRating)))",2023-02-06 22:42:30.925974000,84,"","","",
85,"6.8.1 Vent pipes for open vented storage water heaters shall comply with the provisions of Paragraphs 6.8.2 and 6.8.3.","if(and(is(waterHeater.type, openVentedStorage), has(waterHeater, ventPipe))), then(obligation(complyWith(ventPipe, and('nzbc_g12as1_6.8.2', 'nzbc_g12as1_6.8.3'))))",2023-02-06 22:42:30.925974000,85,"","","",
86,"6.9.1 NZS 4603 is an acceptable solution for open vented low pressure storage water heaters, but may exceed the performance criteria of NZBC G12.","if(and(is(waterHeater.type, openVentedLowPressureStorage), define(nzbc_g12.performanceCriteria, x0), complyWith(waterHeater, x0))), then(permission(complyWith(waterHeater, nzs_4603)))",2023-02-06 22:42:30.925974000,86,"","","",
87,"6.10.1 NZS 4607 is an acceptable solution for unvented (valve vented) storage water heaters, but may exceed the performance criteria of NZBC G12.","if(and(is(waterHeater.type, or(unventedStorage, valveVentedStorage)), define(nzbc_g12.performanceCriteria, x0), complyWith(waterHeater, x0))), then(permission(complyWith(waterHeater, nzs_4607)))",2023-02-06 22:42:30.925974000,87,"","","",
88,"6.11.1 Water heaters shall be installed in accordance with the manufacturer's instructions.","if(equal(waterHeater, true)), then(obligation(complyWith(waterHeater.installation, manufacturerInstruction)))",2023-02-06 22:42:30.925974000,88,"","","",
89,"6.12.1 The diameter of hot water supply pipes from storage water heaters and to sanitary fixtures shall be no less than those required by Table 4.","if(and(is(waterHeater.type, storage), inBetween(hotWaterSupplyPipe, and(waterHeater, sanitaryFixture)))), then(obligation(asPer(hotWaterSupplyPipe.diameter, nzbc_g12as1_t4)))",2023-02-06 22:42:30.925974000,89,"","","",
90,"6.13.1 Wet-back water heaters shall be: a) Connected only to open vented storage water heaters, or a water storage vessel (see Figure 15), and b) Made of copper.","if(is(waterHeater.type, wetback)), then(and(permission(connect(waterHeater, or(openVentedStorageWaterHeater, waterStorageVessel))), prohibition(connect(waterHeater, otherDevice)), obligation(is(waterHeater.material, copper))))",2023-02-06 22:42:30.925974000,90,"","","",
91,"wet-back water heater 6.13.2 Copper pipework shall be used between the wet-back and the water tank.","if(and(is(waterHeater.type, wetback), has(waterHeater, waterTank), inBetween(pipe, and(waterHeater, waterTank)))), then(obligation(is(pipe.material, copper)))",2023-02-06 22:42:30.925974000,91,"","","",
92,"6.14.3 Legionella bacteria; Irrespective of whether a mixing device is installed, the storage water heater control thermostat shall be set at a temperature of not less than 60°C to prevent the growth of Legionella bacteria.","if(and(is(waterHeater.type, storage), has(waterHeater, controlThermostat))), then(obligation(greaterThanEqual(controlThermostat, 60 degC)))",2023-02-06 22:42:30.925974000,92,"","","",
93,"3.5.1 All joints in drains shall be watertight and prevent the infiltration of groundwater and the intrusion of tree roots.","if(include(drain, joint)), then(and(obligation(is(drain.joint, watertight)), obligation(has(drain.joint, and(antiGroundwaterInfiltration, antiTreeRootIntrusion)))))",2023-02-06 22:42:30.925974000,93,"","","",
94,"3.5.2 Acceptable jointing methods and the relevant standards are given in Table 3. Jointing of drains shall be subject to the tests called for in Paragraph 3.8.","if(include(drain, joint)), then(obligation(complyWith(drain.joint, and(nzbc_e1as1_t3, 'nzbc_e1as1_3.8.0.1'))))",2023-02-06 22:42:30.925974000,94,"","","",
95,"3.6 Surface water inlets to drains; 3.6.1 All surface water, except that collected directly from a roof, shall enter the drain via a sump.","if(and(is(drainInlet.content, surfaceWater), not(from(surfaceWater, roof)))), then(obligation(is(drainInlet, sump)))",2023-02-06 22:42:30.925974000,95,"","","",
96,"3.6 Surface water inlets to drains; Via a sump which has: a) A grating, hinged or removable for maintenance access. The grating shall comprise at least 35% openings. The smaller dimension of any individual opening shall not exceed 35 mm.","if(is(drainInlet, sump)), then(and(obligation(include(sump, sumpGrating)), obligation(is(sumpGrating, or(hinged, removable))), obligation(equal(sumpGrating.opening, 35 percent)), obligation(lessThanEqual(min(sumpGrating.opening), 35 mm))))",2023-02-06 22:42:30.925974000,96,"","","",
97,"3.6 Surface water inlets to drains; Via a sump which has: Capacity at the bottom for settlement of silt and debris.","if(is(drainInlet, sump)), then(obligation(include(sump, settlementCapacity)))",2023-02-06 22:42:30.925974000,97,"","","",
98,"3.6 Surface water inlets to drains; Via a sump which has: A submerged (or trapped) outlet which prevents floatable solids entering the drain.","if(is(drainInlet, sump)), then(obligation(include(sump, or(submergedOutlet, trappedOutlet))))",2023-02-06 22:42:30.925974000,98,"","","",
99,"3.7.1 Access for maintenance shall be provided on all drains.","if(is(drain, true)), then(obligation(include(drain, accessPoint)))",2023-02-06 22:42:30.925974000,99,"","","",
100,"3.7.2 Points of access shall be spaced at no further than: a) 50 m where rodding points are used.","if(is(accessPoint, roddingPoint)), then(obligation(lessThanEqual(accessPoint.spacing, 50 m)))",2023-02-06 22:42:30.925974000,100,"","","",
101,"3.7.2 Points of access shall be spaced at no further than: 100 m where inspection points, inspection chambers or access chambers are used.","if(is(accessPoint, or(inspectionPoint, inspectionChamber, accessChamber))), then(obligation(lessThanEqual(accessPoint.spacing, 100 m)))",2023-02-06 22:42:30.925974000,101,"","","",
102,"3.7.3 Points of access are required at: Changes in direction of greater than 45°,.","if(and(include(drain, changeInDirection), greaterThan(changeInDirection, 45 deg))), then(and(obligation(has(drain, accessPoint)), obligation(is(accessPoint.location, changeInDirection))))",2023-02-06 22:42:30.925974000,102,"","","",
103,"3.7.3 Points of access are required at: Changes in gradient of greater than 45°.","if(and(include(drain, changeInGradient), greaterThan(changeInGradient, 45 deg))), then(and(obligation(has(drain, accessPoint)), obligation(is(accessPoint.location, changeInGradient))))",2023-02-06 22:42:30.925974000,103,"","","",
104,"3.7.3 Points of access are required at: Junctions of drains other than a drain, serving a single downpipe, that is less than 2.0 m long.","if(and(include(drain, drainJunction), into(drain.flow, downpipe), not(equal(count(downpipe), 1)), not(lessThan(downpipe.length, 2 m)))), then(and(obligation(has(drain, accessPoint)), obligation(is(accessPoint.location, drainJunction))))",2023-02-06 22:42:30.925974000,104,"","","",
105,"3.7.4 Inspection chambers or access chambers (see Figures 11 and 12) shall be provided where changes in both gradient and direction occur and where either is greater than 22.5°.","if(and(include(drain, and(changeInDirection, changeInGradient)), define(changeInGradient.location, x0), define(changeInDirection.location, x1), equal(x0, x1), or(greaterThan(changeInDirection, 22.5 deg), greaterThan(changeInGradient, 22.5 deg)))), then(and(obligation(has(drain, accessPoint)), obligation(is(accessPoint.location, x0)), obligation(is(accessPoint.type, or(inspectionChamber, accessChamber)))))",2023-02-06 22:42:30.925974000,105,"","","",
106,"3.7.5 Where the depth to the invert of the drain exceeds 1.0 m, an inspection chamber is not acceptable and an access chamber shall be used.","if(and(has(drain, invert), greaterThan(invert.depth, 1 m))), then(and(obligation(has(drain, accessPoint)), prohibition(is(accessPoint.type, inspectionChamber)), obligation(is(accessPoint.type, accessChamber))))",2023-02-06 22:42:30.925974000,106,"","","",
107,"3.7.6 Drain under buildings; Any drain laid under a building shall be run in a straight line from one side to the other.","if(below(drain.section, building)), then(obligation(not(include(drain.section, changeInDirection))))",2023-02-06 22:42:30.925974000,107,"","","",
108,"3.7.7 Access to a drain laid under a building shall be provided immediately outside the building. These points of access shall be located within 2.0 m of an exterior wall.","if(below(drain, building)), then(and(obligation(has(drain, accessPoint)), obligation(inFrontOf(accessPoint.location, building)), obligation(within(accessPoint.location, 2 m))))",2023-02-06 22:42:30.925974000,108,"","","",
109,"3.7.8 Under a building the only acceptable inlets to a drain are from sealed roof-water downpipes.","if(below(drainInlet, building)), then(and(obligation(is(drainInlet.type, downpipe)), is(drainInlet, sealed)))",2023-02-06 22:42:30.925974000,109,"","","",
