"KEY","CODE","DESCRIPTION","TEXT","TITLE","DATATYPE","PROPERTYSET",
"patternType","PatternType","Defines the types of pattern (or shape of a tank that may be specified.","pattern type","PatternType","String","Pset_TankTypeCommon",
"secondCurvatureRadius","SecondCurvatureRadius","SecondCurvatureRadius should be defined as the top or right side radius of curvature value.","second curvature radius","SecondCurvatureRadius","Real","Pset_TankTypeCommon",
"storageType","StorageType","Defines the general material category intended to be stored.","storage type","StorageType","String","Pset_TankTypeCommon",
"tankNominalCapacity","TankNominalCapacity","The total nominal or design volumetric capacity of the tank.","tank nominal capacity","TankNominalCapacity","Real","Pset_TankTypeCommon",
"sectionLength","SectionLength","The length of a section used in the construction of the tank.","section length","SectionLength","Real","Pset_TankTypeSectional",
"sectionWidth","SectionWidth","The width of a section used in the construction of the tank.","section width","SectionWidth","Real","Pset_TankTypeSectional",
"foulingFactor","FoulingFactor","Fouling factor of the tubes in the tube bundle.","fouling factor","FoulingFactor","Real","Pset_TubeBundleTypeCommon",
"hasTurbulator","HasTurbulator","TRUE if the tube has a turbulator, FALSE if it does not.","has turbulator","HasTurbulator","Boolean","Pset_TubeBundleTypeCommon",
"horizontalSpacing","HorizontalSpacing","Horizontal spacing between tubes in the tube bundle.","horizontal spacing","HorizontalSpacing","Real","Pset_TubeBundleTypeCommon",
"inLineRowSpacing","InLineRowSpacing","In-line tube row spacing.","in line row spacing","InLineRowSpacing","Real","Pset_TubeBundleTypeCommon",
"insideDiameter","InsideDiameter","Actual inner diameter of the tube in the tube bundle.","inside diameter","InsideDiameter","Real","Pset_TubeBundleTypeCommon",
"numberOfRows","NumberOfRows","Number of tube rows in the tube bundle assembly.","number of rows","NumberOfRows","Integer","Pset_TubeBundleTypeCommon",
"outsideDiameter","OutsideDiameter","Actual outside diameter of the tube in the tube bundle.","outside diameter","OutsideDiameter","Real","Pset_TubeBundleTypeCommon",
"staggeredRowSpacing","StaggeredRowSpacing","Staggered tube row spacing.","staggered row spacing","StaggeredRowSpacing","Real","Pset_TubeBundleTypeCommon",
"thermalConductivity","ThermalConductivity","The thermal conductivity of the object.","thermal conductivity","ThermalConductivity","Real","Pset_TubeBundleTypeCommon",
"verticalSpacing","VerticalSpacing","Vertical spacing between tubes in the tube bundle.","vertical spacing","VerticalSpacing","Real","Pset_TubeBundleTypeCommon",
"volume","Volume","Volume of the element.","volume","Volume","Real","Pset_TubeBundleTypeCommon",
"flowCoefficient","FlowCoefficient","Flow coefficient (the quantity of fluid that passes through a fully open valve at unit pressure drop), typically expressed as the Kv or Cv value for the valve.","flow coefficient","FlowCoefficient","Real","Pset_ValveTypeCommon",
"size","Size","The size of the connection to the valve (or to each connection for faucets, mixing valves, etc.).","size","Size","Real","Pset_ValveTypeCommon",
"testPressure","TestPressure","The maximum pressure to which the valve has been subjected under test.","test pressure","TestPressure","Real","Pset_ValveTypeCommon",
"valveMechanism","ValveMechanism","The mechanism by which the valve function is achieved where:BALL: Valve that has a ported ball that can be turned relative to the body seat ports.
BUTTERFLY: Valve in which a streamlined disc pivots about a diametric axis.
CONFIGUREDGATE: Screwdown valve in which the closing gate is shaped in a configured manner to have a more precise control of pressure and flow change across the valve.
GLAND: Valve with a tapered seating, in which a rotatable plug is retained by means of a gland and gland packing.
GLOBE: Screwdown valve that has a spherical body.
LUBRICATEDPLUG: Plug valve in which a lubricant is injected under pressure between the plug face and the body.
NEEDLE: Valve for regulating the flow in or from a pipe, in which a slender cone moves along the axis of flow to close against a fixed conical seat.
PARALLELSLIDE: Screwdown valve that has a machined plate that slides in formed grooves to form a seal.
PLUG: Valve that has a ported plug that can be turned relative to the body seat ports.
WEDGEGATE: Screwdown valve that has a wedge shaped plate fitting into tapered guides to form a seal.","valve mechanism","ValveMechanism","String","Pset_ValveTypeCommon",
"valveOperation","ValveOperation","The method of valve operation where:DROPWEIGHT: A valve that is closed by the action of a weighted lever being released, the weight normally being prevented from dropping by being held by a wire, the closure normally being made by the action of heat on a fusible link in the wire
FLOAT: A valve that is opened and closed by the action of a float that rises and falls with water level. The float may be a ball attached to a lever or other mechanism
HYDRAULIC: A valve that is opened and closed by hydraulic actuation
LEVER: A valve that is opened and closed by the action of a lever rotating the gate within the valve.
LOCKSHIELD: A valve that requires the use of a special lockshield key for opening and closing, the operating mechanism being protected by a shroud during normal operation.
MOTORIZED: A valve that is opened and closed by the action of an electric motor on an actuator
PNEUMATIC: A valve that is opened and closed by pneumatic actuation
SOLENOID: A valve that is normally held open by a magnetic field in a coil acting on the gate but that is closed immediately if the electrical current generating the magnetic field is removed.
SPRING: A valve that is normally held in position by the pressure of a spring on a plate but that may be caused to open if the pressure of the fluid is sufficient to overcome the spring pressure.
THERMOSTATIC: A valve in which the ports are opened or closed to maintain a required predetermined temperature.
WHEEL: A valve that is opened and closed by the action of a wheel moving the gate within the valve.","valve operation","ValveOperation","String","Pset_ValveTypeCommon",
"valvePattern","ValvePattern","The configuration of the ports of a valve according to either the linear route taken by a fluid flowing through the valve or by the number of ports where:SINGLEPORT: Valve that has a single entry port from the system that it serves, the exit port being to the surrounding environment.
ANGLED_2_PORT: Valve in which the direction of flow is changed through 90 degrees.
STRAIGHT_2_PORT: Valve in which the flow is straight through.
STRAIGHT_3_PORT: Valve with three separate ports.
CROSSOVER_4_PORT: Valve with 4 separate ports.","valve pattern","ValvePattern","String","Pset_ValveTypeCommon",
"corrosionTreatment","CorrosionTreatment","Determines corrosion treatment for metal components. This property is provided if the requirement needs to be expressed (a) independently of a material specification and (b) as a mere requirements statement rather than a workshop design/ processing feature.","corrosion treatment","CorrosionTreatment","String","Pset_ElementComponentCommon",
"deliveryType","DeliveryType","Determines how the accessory will be delivered to the site.","delivery type","DeliveryType","String","Pset_ElementComponentCommon",
"isolatorCompressibility","IsolatorCompressibility","The compressibility of the vibration isolator.","isolator compressibility","IsolatorCompressibility","Real","Pset_VibrationIsolatorTypeCommon",
"isolatorStaticDeflection","IsolatorStaticDeflection","Static deflection of the vibration isolator.","isolator static deflection","IsolatorStaticDeflection","Real","Pset_VibrationIsolatorTypeCommon",
"maximumSupportedWeight","MaximumSupportedWeight","The maximum weight that can be carried by the vibration isolator.","maximum supported weight","MaximumSupportedWeight","Real","Pset_VibrationIsolatorTypeCommon",
"vibrationTransmissibility","VibrationTransmissibility","The vibration transmissibility percentage.","vibration transmissibility","VibrationTransmissibility","Real","Pset_VibrationIsolatorTypeCommon",
"country","Country","The two letter country code (from ISO 3166).","country","Country","String","Pset_Address",
"internalLocation","InternalLocation","An organization defined address for internal mail delivery.","internal location","InternalLocation","String","Pset_Address",
"pagerNumber","PagerNumber","The pager number at which paging messages may be received.","pager number","PagerNumber","String","Pset_Address",
"postalBox","PostalBox","An address that is implied by an identifiable mail drop.","postal box","PostalBox","String","Pset_Address",
"postalCode","PostalCode","The code that is used by the country's postal service.","postal code","PostalCode","String","Pset_Address",
